,Employee_ID,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Name
205,EMP1205,30.0,Admin-New York,Active,6/7/2020,70705.45,heidi.jones@example.com,-1509377099,Good,0,Heidi_Jones
206,EMP1206,35.0,Sales-New York,Pending,2/10/2022,60797.69,alice.garcia@example.com,-4090138068,Average,1,Alice_Garcia
207,EMP1207,40.0,Cloud Tech-Florida,Inactive,10/17/2023,100371.0,charlie.brown@example.com,-8477596554,Poor,1,Charlie_Brown
208,EMP1208,40.0,Admin-Illinois,Active,9/25/2021,117591.76,eva.miller@example.com,-5356690550,Good,0,Eva_Miller
209,EMP1209,35.0,DevOps-Illinois,Inactive,8/3/2022,103860.7,david.jones@example.com,-762091842,Average,1,David_Jones
210,EMP1210,30.0,Admin-Illinois,Active,11/22/2024,67500.22,grace.davis@example.com,-5797863049,Average,1,Grace_Davis
211,EMP1211,32.48454882571075,Cloud Tech-Nevada,Pending,10/9/2024,58727.44,frank.davis@example.com,-5057397690,Poor,1,Frank_Davis
212,EMP1212,35.0,Finance-Illinois,Active,8/28/2024,80623.08,charlie.jones@example.com,-5671649327,Excellent,1,Charlie_Jones
213,EMP1213,40.0,HR-Texas,Inactive,4/19/2020,77751.78,david.davis@example.com,-9802714871,Excellent,0,David_Davis
214,EMP1214,25.0,HR-New York,Active,10/14/2021,115157.81,grace.williams@example.com,-7178333210,Good,0,Grace_Williams
215,EMP1215,30.0,Admin-Texas,Inactive,8/26/2024,83071.85,frank.jones@example.com,-6025643470,Poor,0,Frank_Jones
216,EMP1216,40.0,Sales-Texas,Active,2/8/2020,67914.67,heidi.brown@example.com,-2871539914,Excellent,1,Heidi_Brown
217,EMP1217,25.0,HR-New York,Inactive,9/6/2020,53342.46,grace.jones@example.com,-6686334140,Poor,0,Grace_Jones
218,EMP1218,25.0,Cloud Tech-Florida,Pending,1/2/2023,51150.47,heidi.garcia@example.com,-1159319524,Excellent,0,Heidi_Garcia
219,EMP1219,30.0,HR-Florida,Active,6/13/2023,74697.12,david.davis@example.com,-6904098365,Average,1,David_Davis
220,EMP1220,25.0,Sales-California,Active,12/13/2022,88085.74,charlie.williams@example.com,-5528993159,Excellent,1,Charlie_Williams
221,EMP1221,40.0,Finance-Texas,Pending,3/3/2022,118672.76,alice.williams@example.com,-8752437728,Poor,0,Alice_Williams
222,EMP1222,35.0,Cloud Tech-California,Active,2/10/2024,95997.31,alice.miller@example.com,-4209548148,Average,0,Alice_Miller
223,EMP1223,30.0,Cloud Tech-California,Pending,11/24/2021,106945.62,frank.brown@example.com,-7374605232,Average,0,Frank_Brown
224,EMP1224,40.0,DevOps-New York,Active,5/9/2020,100123.15,heidi.johnson@example.com,-276420864,Average,0,Heidi_Johnson
225,EMP1225,35.0,Admin-Texas,Active,12/19/2024,52933.42,alice.johnson@example.com,-6756618442,Poor,1,Alice_Johnson
226,EMP1226,32.48454882571075,Finance-California,Active,3/22/2024,95283.03,grace.jones@example.com,-8612590471,Good,0,Grace_Jones
227,EMP1227,35.0,HR-Texas,Inactive,6/13/2022,112264.06,alice.miller@example.com,-9277423329,Good,0,Alice_Miller
228,EMP1228,35.0,Admin-Florida,Pending,10/15/2022,75714.28,grace.smith@example.com,-5912662014,Good,1,Grace_Smith
229,EMP1229,25.0,DevOps-Florida,Active,5/31/2022,92171.73,eva.jones@example.com,-7201859625,Poor,0,Eva_Jones
230,EMP1230,35.0,Cloud Tech-Texas,Inactive,9/15/2023,70694.8,eva.miller@example.com,-3013674925,Average,1,Eva_Miller
231,EMP1231,30.0,DevOps-Florida,Inactive,7/4/2022,52964.86,grace.brown@example.com,-1764750110,Good,1,Grace_Brown
232,EMP1232,32.48454882571075,Finance-California,Pending,6/8/2024,116353.31,frank.brown@example.com,-1783099973,Poor,1,Frank_Brown
233,EMP1233,35.0,Sales-Nevada,Pending,11/23/2020,116695.26,grace.brown@example.com,-1926764920,Good,0,Grace_Brown
234,EMP1234,25.0,Admin-Texas,Active,5/13/2024,95161.4,heidi.brown@example.com,-5182606887,Excellent,0,Heidi_Brown
235,EMP1235,32.48454882571075,Admin-Nevada,Inactive,1/29/2022,76040.94,alice.brown@example.com,-7189813128,Good,1,Alice_Brown
236,EMP1236,32.48454882571075,HR-Florida,Inactive,8/23/2023,69508.28,charlie.miller@example.com,-2087510292,Good,0,Charlie_Miller
237,EMP1237,30.0,Finance-Illinois,Inactive,2/24/2023,58243.27,alice.miller@example.com,-2184011844,Average,0,Alice_Miller
238,EMP1238,30.0,Sales-California,Pending,10/2/2022,64012.48,heidi.williams@example.com,-8260340847,Poor,1,Heidi_Williams
239,EMP1239,40.0,Admin-Nevada,Inactive,6/28/2020,106735.93,bob.garcia@example.com,-7297585987,Average,1,Bob_Garcia
240,EMP1240,35.0,DevOps-Texas,Pending,1/15/2023,70325.36,frank.johnson@example.com,-3103032431,Average,0,Frank_Johnson
241,EMP1241,30.0,HR-Illinois,Active,9/5/2020,118959.28,charlie.davis@example.com,-9839542960,Average,1,Charlie_Davis
242,EMP1242,40.0,Cloud Tech-California,Pending,3/18/2023,75823.78,david.brown@example.com,-8446267145,Average,0,David_Brown
243,EMP1243,32.48454882571075,Cloud Tech-Texas,Inactive,3/26/2022,119971.65,charlie.smith@example.com,-2831435988,Average,0,Charlie_Smith
244,EMP1244,40.0,Sales-Texas,Active,10/11/2021,94963.7,grace.davis@example.com,-2625660930,Good,0,Grace_Davis
245,EMP1245,30.0,Sales-Nevada,Pending,1/7/2021,103744.71,frank.miller@example.com,-4181861514,Average,0,Frank_Miller
246,EMP1246,25.0,Sales-New York,Inactive,12/3/2020,61337.69,alice.smith@example.com,-5423401635,Average,1,Alice_Smith
247,EMP1247,35.0,Sales-California,Active,5/28/2021,63741.13,david.smith@example.com,-1128497184,Poor,1,David_Smith
248,EMP1248,30.0,DevOps-California,Pending,12/28/2022,56539.99,eva.smith@example.com,-9484910255,Excellent,1,Eva_Smith
249,EMP1249,30.0,DevOps-Illinois,Pending,5/24/2023,73633.37,charlie.williams@example.com,-2588967923,Good,1,Charlie_Williams
250,EMP1250,25.0,Cloud Tech-Texas,Pending,4/28/2024,90373.99,alice.miller@example.com,-822269404,Good,0,Alice_Miller
251,EMP1251,32.48454882571075,DevOps-Texas,Inactive,12/25/2024,93901.48,grace.smith@example.com,-3967275783,Good,0,Grace_Smith
252,EMP1252,40.0,Admin-Nevada,Inactive,9/1/2021,81748.09,eva.brown@example.com,-4683414650,Average,1,Eva_Brown
253,EMP1253,40.0,Finance-Florida,Inactive,2/21/2021,73813.48,charlie.jones@example.com,-1131290147,Average,0,Charlie_Jones
254,EMP1254,35.0,Finance-New York,Inactive,11/20/2022,89315.59,frank.smith@example.com,-7068277880,Average,0,Frank_Smith
255,EMP1255,25.0,HR-Florida,Active,10/15/2020,56776.82,heidi.williams@example.com,-6093068537,Poor,0,Heidi_Williams
256,EMP1256,32.48454882571075,Finance-New York,Active,7/24/2024,72920.51,grace.davis@example.com,-9097283214,Excellent,1,Grace_Davis
257,EMP1257,30.0,Admin-Florida,Pending,8/14/2022,84913.18,frank.miller@example.com,-2850676250,Average,1,Frank_Miller
258,EMP1258,25.0,Finance-Illinois,Inactive,5/8/2021,65060.11,alice.garcia@example.com,-5381447442,Excellent,1,Alice_Garcia
259,EMP1259,35.0,Finance-Illinois,Pending,10/9/2023,82941.08,alice.williams@example.com,-963480796,Poor,0,Alice_Williams
260,EMP1260,40.0,Admin-California,Pending,1/19/2022,103469.97,bob.smith@example.com,-509754509,Good,1,Bob_Smith
261,EMP1261,25.0,Sales-Illinois,Active,1/12/2022,88725.6,grace.miller@example.com,-5265016730,Average,1,Grace_Miller
262,EMP1262,32.48454882571075,HR-Illinois,Pending,6/5/2023,58316.77,heidi.jones@example.com,-8826170242,Excellent,1,Heidi_Jones
263,EMP1263,35.0,HR-Illinois,Inactive,3/26/2024,60098.72,grace.smith@example.com,-7654562840,Excellent,1,Grace_Smith
264,EMP1264,32.48454882571075,Cloud Tech-Texas,Active,10/7/2020,99951.43,grace.williams@example.com,-7722560530,Average,1,Grace_Williams
265,EMP1265,30.0,Sales-Illinois,Active,11/2/2021,115195.81,heidi.johnson@example.com,-3402665022,Good,1,Heidi_Johnson
266,EMP1266,32.48454882571075,DevOps-California,Pending,11/19/2021,85512.05,grace.brown@example.com,-7416787255,Good,0,Grace_Brown
267,EMP1267,32.48454882571075,HR-Florida,Active,1/24/2022,73186.77,heidi.garcia@example.com,-8621102257,Good,0,Heidi_Garcia
268,EMP1268,32.48454882571075,HR-Nevada,Pending,7/12/2023,51865.3,grace.davis@example.com,-305690673,Poor,1,Grace_Davis
269,EMP1269,25.0,Sales-Florida,Active,12/9/2022,94031.77,david.williams@example.com,-4716392822,Excellent,1,David_Williams
270,EMP1270,30.0,DevOps-New York,Active,3/18/2023,116374.36,grace.miller@example.com,-4143637188,Excellent,0,Grace_Miller
271,EMP1271,40.0,HR-Florida,Active,4/25/2022,98335.02,alice.garcia@example.com,-2392312603,Excellent,0,Alice_Garcia
272,EMP1272,25.0,DevOps-New York,Pending,2/28/2021,89262.07,heidi.garcia@example.com,-3260931065,Poor,1,Heidi_Garcia
273,EMP1273,32.48454882571075,Finance-California,Active,7/30/2022,113848.69,heidi.garcia@example.com,-8433567085,Excellent,1,Heidi_Garcia
274,EMP1274,35.0,Sales-Florida,Active,5/19/2021,69530.45,frank.smith@example.com,-414545634,Poor,1,Frank_Smith
275,EMP1275,35.0,DevOps-New York,Pending,12/14/2023,84230.22,eva.brown@example.com,-200053473,Good,1,Eva_Brown
276,EMP1276,35.0,Cloud Tech-Illinois,Pending,1/17/2023,76578.59,eva.smith@example.com,-9162475540,Average,0,Eva_Smith
277,EMP1277,30.0,HR-Texas,Inactive,1/2/2024,55532.06,frank.miller@example.com,-1082555988,Excellent,1,Frank_Miller
278,EMP1278,40.0,Admin-New York,Pending,7/9/2021,115311.68,eva.smith@example.com,-5343961128,Excellent,1,Eva_Smith
279,EMP1279,25.0,Sales-Nevada,Pending,5/5/2021,66972.06,charlie.johnson@example.com,-1093371188,Good,1,Charlie_Johnson
280,EMP1280,30.0,Cloud Tech-Texas,Inactive,11/7/2021,100215.06,david.brown@example.com,-5473820235,Average,1,David_Brown
281,EMP1281,25.0,Sales-New York,Inactive,8/30/2023,115452.25,charlie.brown@example.com,-8485571616,Poor,0,Charlie_Brown
282,EMP1282,30.0,HR-California,Inactive,8/15/2023,54141.38,heidi.miller@example.com,-6880294239,Average,0,Heidi_Miller
283,EMP1283,32.48454882571075,DevOps-Nevada,Active,12/24/2020,79251.95,david.davis@example.com,-9036788126,Good,0,David_Davis
284,EMP1284,40.0,Finance-New York,Pending,11/21/2024,114822.78,alice.johnson@example.com,-8686694319,Good,1,Alice_Johnson
285,EMP1285,35.0,Sales-Illinois,Active,11/17/2021,69919.32,alice.williams@example.com,-2939087883,Average,1,Alice_Williams
286,EMP1286,30.0,Sales-Florida,Inactive,1/29/2021,106616.97,heidi.smith@example.com,-4344812307,Poor,0,Heidi_Smith
287,EMP1287,35.0,DevOps-New York,Active,2/17/2024,73597.85,heidi.jones@example.com,-3402424032,Poor,1,Heidi_Jones
288,EMP1288,30.0,Sales-Nevada,Inactive,8/20/2024,79939.23,david.smith@example.com,-8105955183,Excellent,1,David_Smith
289,EMP1289,25.0,Admin-New York,Inactive,10/24/2021,85155.05639558233,grace.garcia@example.com,-2694500533,Poor,0,Grace_Garcia
290,EMP1290,30.0,Finance-California,Inactive,9/10/2021,90772.25,grace.smith@example.com,-2408916497,Average,0,Grace_Smith
291,EMP1291,35.0,DevOps-New York,Active,9/29/2023,58275.74,eva.williams@example.com,-3735439626,Good,0,Eva_Williams
292,EMP1292,32.48454882571075,DevOps-California,Pending,8/28/2020,94709.79,grace.smith@example.com,-3652717271,Excellent,0,Grace_Smith
293,EMP1293,32.48454882571075,Admin-New York,Active,9/6/2022,60722.99,frank.johnson@example.com,-2397240421,Excellent,1,Frank_Johnson
294,EMP1294,40.0,DevOps-Illinois,Inactive,3/31/2024,87626.24,frank.johnson@example.com,-6931216375,Good,1,Frank_Johnson
295,EMP1295,30.0,DevOps-Illinois,Active,12/12/2022,81272.36,david.brown@example.com,-1820916600,Poor,0,David_Brown
296,EMP1296,32.48454882571075,Cloud Tech-Texas,Pending,11/1/2022,64150.97,bob.miller@example.com,-23142899,Good,1,Bob_Miller
297,EMP1297,35.0,Sales-Florida,Active,10/25/2023,64378.1,charlie.davis@example.com,-1851327971,Poor,0,Charlie_Davis
298,EMP1298,32.48454882571075,Finance-Texas,Inactive,9/27/2020,85927.35,bob.jones@example.com,-4572308480,Good,0,Bob_Jones
299,EMP1299,32.48454882571075,Finance-Nevada,Inactive,1/21/2024,51523.93,alice.garcia@example.com,-18418619,Average,1,Alice_Garcia
300,EMP1300,30.0,Sales-Texas,Active,5/17/2022,74117.02,alice.smith@example.com,-3036625435,Poor,0,Alice_Smith
301,EMP1301,25.0,Finance-Texas,Inactive,4/17/2022,62598.69,alice.smith@example.com,-1721314518,Average,1,Alice_Smith
302,EMP1302,35.0,Finance-Florida,Inactive,2/8/2022,55617.5,grace.williams@example.com,-5151092267,Excellent,1,Grace_Williams
303,EMP1303,35.0,Cloud Tech-New York,Pending,3/15/2022,87018.98,charlie.miller@example.com,-5926249450,Good,1,Charlie_Miller
304,EMP1304,25.0,Cloud Tech-California,Inactive,10/11/2023,100336.58,david.johnson@example.com,-4754102251,Excellent,1,David_Johnson
305,EMP1305,30.0,Admin-Florida,Inactive,11/13/2020,69295.48,grace.jones@example.com,-6771196420,Excellent,0,Grace_Jones
306,EMP1306,25.0,DevOps-Florida,Pending,4/17/2024,115536.66,bob.brown@example.com,-5226557675,Excellent,1,Bob_Brown
307,EMP1307,30.0,Cloud Tech-Texas,Pending,3/9/2020,81250.87,david.johnson@example.com,-9523668787,Excellent,0,David_Johnson
308,EMP1308,30.0,DevOps-Texas,Inactive,6/17/2022,66403.75,alice.garcia@example.com,-7883619688,Good,0,Alice_Garcia
309,EMP1309,30.0,Sales-California,Active,7/28/2024,114147.79,alice.miller@example.com,-3135030586,Excellent,0,Alice_Miller
310,EMP1310,30.0,HR-New York,Pending,12/3/2022,65472.99,frank.garcia@example.com,-2105524727,Good,0,Frank_Garcia
311,EMP1311,32.48454882571075,Sales-Nevada,Active,7/6/2023,97512.51,alice.davis@example.com,-6333021259,Good,1,Alice_Davis
312,EMP1312,35.0,DevOps-Nevada,Inactive,5/28/2024,86712.41,alice.brown@example.com,-6501917919,Average,1,Alice_Brown
313,EMP1313,30.0,HR-Florida,Active,3/25/2024,87654.98,grace.davis@example.com,-2521310961,Poor,0,Grace_Davis
314,EMP1314,35.0,DevOps-New York,Inactive,4/28/2020,89367.02,david.williams@example.com,-2728476569,Poor,0,David_Williams
315,EMP1315,40.0,Admin-California,Active,11/7/2021,95269.41,charlie.garcia@example.com,-4120092819,Good,1,Charlie_Garcia
316,EMP1316,25.0,Sales-Nevada,Active,4/15/2020,68792.31,frank.williams@example.com,-6678498435,Average,0,Frank_Williams
317,EMP1317,25.0,Admin-Illinois,Pending,10/7/2023,89119.53,alice.smith@example.com,-2418623689,Good,1,Alice_Smith
318,EMP1318,35.0,Cloud Tech-New York,Active,2/27/2024,58212.13,frank.davis@example.com,-3628917755,Good,0,Frank_Davis
319,EMP1319,30.0,DevOps-Illinois,Pending,2/22/2021,77764.24,heidi.miller@example.com,-6205634110,Good,1,Heidi_Miller
320,EMP1320,35.0,Finance-Florida,Pending,8/21/2023,75148.17,frank.garcia@example.com,-5950342810,Average,0,Frank_Garcia
321,EMP1321,40.0,Cloud Tech-Nevada,Inactive,4/8/2024,108781.18,heidi.jones@example.com,-3904383033,Poor,0,Heidi_Jones
322,EMP1322,35.0,Finance-Texas,Pending,11/4/2024,65489.19,frank.brown@example.com,-1990970050,Average,1,Frank_Brown
323,EMP1323,32.48454882571075,Sales-Illinois,Pending,5/5/2022,70663.46,eva.johnson@example.com,-4054683564,Excellent,0,Eva_Johnson
324,EMP1324,40.0,Sales-New York,Inactive,2/1/2023,95822.56,david.miller@example.com,-2156818208,Average,0,David_Miller
325,EMP1325,40.0,DevOps-Nevada,Pending,10/1/2022,82258.03,eva.miller@example.com,-6790422710,Average,1,Eva_Miller
326,EMP1326,30.0,Admin-Nevada,Pending,9/27/2022,62883.34,frank.williams@example.com,-3322889856,Average,0,Frank_Williams
327,EMP1327,32.48454882571075,Cloud Tech-Texas,Pending,4/9/2020,103503.72,alice.davis@example.com,-2545960632,Average,1,Alice_Davis
328,EMP1328,25.0,DevOps-New York,Active,3/23/2021,85401.3,david.garcia@example.com,-9912971023,Poor,1,David_Garcia
329,EMP1329,40.0,Cloud Tech-Texas,Pending,2/3/2023,85155.05639558233,heidi.garcia@example.com,-8171752420,Excellent,0,Heidi_Garcia
330,EMP1330,32.48454882571075,HR-Texas,Pending,7/23/2024,98850.14,eva.smith@example.com,-4955112746,Poor,0,Eva_Smith
331,EMP1331,25.0,Cloud Tech-Illinois,Active,5/8/2021,63435.24,charlie.smith@example.com,-4721970545,Poor,0,Charlie_Smith
332,EMP1332,35.0,Finance-Texas,Inactive,4/11/2022,82129.84,frank.brown@example.com,-6927589550,Average,0,Frank_Brown
333,EMP1333,35.0,DevOps-Texas,Pending,10/23/2024,95492.61,david.williams@example.com,-6874090379,Good,0,David_Williams
334,EMP1334,40.0,Finance-Illinois,Inactive,4/24/2020,94572.37,grace.miller@example.com,-2146296135,Good,0,Grace_Miller
335,EMP1335,40.0,Finance-Nevada,Inactive,3/4/2023,118413.05,bob.garcia@example.com,-7157787111,Poor,0,Bob_Garcia
336,EMP1336,30.0,Admin-Nevada,Pending,8/31/2022,68976.65,alice.jones@example.com,-1663651558,Poor,1,Alice_Jones
337,EMP1337,32.48454882571075,Sales-Nevada,Active,1/2/2021,115013.65,eva.williams@example.com,-7371470826,Average,0,Eva_Williams
338,EMP1338,32.48454882571075,Admin-Nevada,Inactive,6/6/2020,70949.38,david.brown@example.com,-2359096055,Poor,1,David_Brown
339,EMP1339,32.48454882571075,HR-Florida,Pending,10/13/2020,105334.87,grace.brown@example.com,-7303064420,Average,0,Grace_Brown
340,EMP1340,32.48454882571075,DevOps-California,Active,7/19/2020,80596.18,bob.williams@example.com,-2146147682,Good,0,Bob_Williams
341,EMP1341,32.48454882571075,Sales-Illinois,Inactive,5/3/2024,72846.37,frank.brown@example.com,-4201654234,Good,1,Frank_Brown
342,EMP1342,40.0,Admin-California,Pending,2/7/2022,80229.36,heidi.williams@example.com,-6778265959,Excellent,0,Heidi_Williams
343,EMP1343,25.0,Sales-California,Active,12/31/2023,55145.47,grace.johnson@example.com,-8931992549,Good,0,Grace_Johnson
344,EMP1344,30.0,DevOps-Florida,Inactive,1/8/2022,85155.05639558233,grace.williams@example.com,-2727516479,Poor,1,Grace_Williams
345,EMP1345,40.0,HR-California,Active,9/28/2020,56110.81,eva.davis@example.com,-7279103367,Good,0,Eva_Davis
346,EMP1346,25.0,Cloud Tech-Texas,Inactive,2/9/2023,56514.5,grace.williams@example.com,-2963533904,Average,0,Grace_Williams
347,EMP1347,40.0,Cloud Tech-California,Inactive,3/5/2022,104541.84,frank.brown@example.com,-5044817765,Good,0,Frank_Brown
348,EMP1348,32.48454882571075,Sales-New York,Pending,2/18/2022,61865.12,david.garcia@example.com,-5586851275,Excellent,1,David_Garcia
349,EMP1349,40.0,Admin-Texas,Active,6/9/2022,69317.33,eva.davis@example.com,-5289286645,Good,0,Eva_Davis
350,EMP1350,35.0,HR-New York,Pending,7/4/2023,84706.17,bob.brown@example.com,-4911110960,Average,0,Bob_Brown
351,EMP1351,25.0,Admin-California,Active,3/21/2022,73255.21,heidi.smith@example.com,-7981789045,Average,0,Heidi_Smith
352,EMP1352,40.0,HR-Florida,Pending,5/2/2023,59528.71,frank.smith@example.com,-3378613714,Poor,0,Frank_Smith
353,EMP1353,40.0,HR-New York,Inactive,10/15/2021,70401.37,david.garcia@example.com,-7660538443,Good,1,David_Garcia
354,EMP1354,32.48454882571075,Admin-California,Inactive,7/28/2021,107154.62,heidi.garcia@example.com,-4630600024,Average,1,Heidi_Garcia
355,EMP1355,32.48454882571075,Admin-Illinois,Pending,1/3/2021,97719.88,bob.davis@example.com,-8955296385,Excellent,0,Bob_Davis
356,EMP1356,30.0,Finance-California,Pending,5/21/2020,107327.59,heidi.johnson@example.com,-3960962625,Poor,0,Heidi_Johnson
357,EMP1357,40.0,Admin-Nevada,Inactive,5/10/2021,67687.72,grace.garcia@example.com,-5826312818,Excellent,1,Grace_Garcia
358,EMP1358,40.0,Cloud Tech-Florida,Pending,9/8/2022,90757.08,grace.smith@example.com,-6482531105,Good,1,Grace_Smith
359,EMP1359,32.48454882571075,Cloud Tech-California,Pending,7/21/2024,87583.42,grace.williams@example.com,-920981959,Good,0,Grace_Williams
360,EMP1360,25.0,Admin-Nevada,Pending,12/28/2021,61643.69,bob.brown@example.com,-2752334382,Good,1,Bob_Brown
361,EMP1361,35.0,Finance-Texas,Active,7/20/2020,68111.69,grace.smith@example.com,-6404120910,Poor,0,Grace_Smith
362,EMP1362,40.0,HR-Florida,Inactive,4/30/2024,97568.88,david.smith@example.com,-7911244210,Average,1,David_Smith
363,EMP1363,35.0,Cloud Tech-Florida,Active,8/28/2021,79118.28,charlie.johnson@example.com,-7536170616,Poor,1,Charlie_Johnson
364,EMP1364,30.0,HR-California,Inactive,7/21/2022,104898.9,bob.davis@example.com,-1366572239,Excellent,1,Bob_Davis
365,EMP1365,40.0,Cloud Tech-Florida,Pending,11/27/2023,81671.3,frank.davis@example.com,-2990155798,Poor,1,Frank_Davis
366,EMP1366,25.0,Cloud Tech-California,Pending,8/11/2020,97399.75,alice.miller@example.com,-8028413907,Excellent,0,Alice_Miller
367,EMP1367,32.48454882571075,Admin-Illinois,Active,11/8/2021,89189.43,david.johnson@example.com,-882351304,Poor,1,David_Johnson
368,EMP1368,40.0,DevOps-New York,Active,8/4/2023,96011.55,david.williams@example.com,-2312447314,Average,1,David_Williams
369,EMP1369,40.0,Sales-Florida,Inactive,1/10/2020,99331.49,david.davis@example.com,-8477686341,Excellent,0,David_Davis
370,EMP1370,32.48454882571075,Cloud Tech-Illinois,Active,1/19/2022,72818.94,bob.brown@example.com,-3461994236,Good,1,Bob_Brown
371,EMP1371,40.0,Sales-Nevada,Inactive,5/7/2023,77204.75,eva.garcia@example.com,-6769459195,Good,1,Eva_Garcia
372,EMP1372,35.0,HR-Florida,Pending,12/19/2020,106961.68,bob.johnson@example.com,-6395517207,Poor,0,Bob_Johnson
373,EMP1373,32.48454882571075,Sales-Texas,Pending,10/1/2020,71923.0,eva.garcia@example.com,-4964985600,Good,1,Eva_Garcia
374,EMP1374,30.0,HR-Nevada,Active,11/12/2022,77192.43,bob.smith@example.com,-2562531354,Excellent,0,Bob_Smith
375,EMP1375,40.0,Admin-Florida,Pending,1/5/2023,98540.3,grace.brown@example.com,-2510505378,Good,0,Grace_Brown
376,EMP1376,32.48454882571075,Admin-Florida,Inactive,10/14/2020,63096.9,charlie.brown@example.com,-5381649382,Average,0,Charlie_Brown
377,EMP1377,35.0,Cloud Tech-Florida,Active,2/3/2021,107065.12,alice.smith@example.com,-1849196654,Average,0,Alice_Smith
378,EMP1378,40.0,DevOps-Florida,Inactive,12/25/2023,108792.43,heidi.johnson@example.com,-3307704610,Poor,1,Heidi_Johnson
379,EMP1379,32.48454882571075,Cloud Tech-New York,Inactive,3/7/2020,69239.7,bob.smith@example.com,-7295963903,Excellent,0,Bob_Smith
380,EMP1380,40.0,Sales-Nevada,Inactive,1/30/2023,85756.42,charlie.garcia@example.com,-907426087,Average,1,Charlie_Garcia
381,EMP1381,32.48454882571075,HR-Illinois,Active,4/5/2024,100328.62,eva.miller@example.com,-501716444,Average,1,Eva_Miller
382,EMP1382,25.0,DevOps-Nevada,Active,9/1/2021,111236.69,grace.brown@example.com,-5618579063,Excellent,1,Grace_Brown
383,EMP1383,35.0,Cloud Tech-Florida,Active,5/7/2024,106832.22,eva.jones@example.com,-7715910299,Good,1,Eva_Jones
384,EMP1384,32.48454882571075,DevOps-Florida,Active,6/15/2023,59746.45,frank.jones@example.com,-2156321357,Good,1,Frank_Jones
385,EMP1385,25.0,Sales-California,Pending,7/29/2021,91780.04,david.garcia@example.com,-40104144,Poor,1,David_Garcia
386,EMP1386,35.0,Sales-California,Pending,10/23/2023,107062.66,eva.williams@example.com,-9642297124,Good,1,Eva_Williams
387,EMP1387,25.0,HR-Nevada,Active,12/7/2023,110625.52,grace.davis@example.com,-2967188396,Excellent,1,Grace_Davis
388,EMP1388,30.0,DevOps-Florida,Inactive,10/18/2020,90419.79,frank.smith@example.com,-7457314414,Average,1,Frank_Smith
389,EMP1389,40.0,Finance-Texas,Pending,6/15/2024,111608.76,grace.smith@example.com,-8331170302,Good,1,Grace_Smith
390,EMP1390,35.0,Finance-Florida,Inactive,4/6/2023,50173.12,eva.williams@example.com,-7637153987,Poor,0,Eva_Williams
391,EMP1391,40.0,DevOps-Nevada,Pending,1/3/2022,109507.44,bob.williams@example.com,-5472812355,Good,0,Bob_Williams
392,EMP1392,30.0,Finance-New York,Inactive,7/3/2021,72600.56,grace.garcia@example.com,-7983631461,Excellent,0,Grace_Garcia
393,EMP1393,32.48454882571075,Finance-California,Pending,4/10/2024,53388.65,charlie.garcia@example.com,-4912711306,Poor,1,Charlie_Garcia
394,EMP1394,25.0,Cloud Tech-New York,Inactive,7/23/2022,50047.32,heidi.williams@example.com,-2407875417,Good,0,Heidi_Williams
395,EMP1395,30.0,DevOps-California,Active,11/25/2024,115290.79,david.brown@example.com,-1563268684,Poor,0,David_Brown
396,EMP1396,35.0,Cloud Tech-California,Pending,8/21/2023,61586.76,frank.garcia@example.com,-745106633,Excellent,0,Frank_Garcia
397,EMP1397,30.0,Finance-Nevada,Active,12/12/2023,56662.86,eva.miller@example.com,-3629489785,Average,1,Eva_Miller
398,EMP1398,30.0,Sales-New York,Pending,10/24/2023,85155.05639558233,bob.garcia@example.com,-1031310093,Excellent,1,Bob_Garcia
399,EMP1399,25.0,Finance-Nevada,Active,9/5/2022,54957.98,frank.smith@example.com,-3181439665,Excellent,1,Frank_Smith
400,EMP1400,25.0,HR-California,Inactive,10/7/2020,76790.47,bob.garcia@example.com,-1347323548,Excellent,1,Bob_Garcia
401,EMP1401,30.0,Cloud Tech-Illinois,Pending,1/18/2020,92722.35,charlie.brown@example.com,-4012897431,Excellent,0,Charlie_Brown
402,EMP1402,30.0,DevOps-Nevada,Active,4/23/2022,93125.32,frank.williams@example.com,-5122572075,Average,0,Frank_Williams
403,EMP1403,25.0,Cloud Tech-New York,Active,4/22/2023,101100.64,david.smith@example.com,-5024120956,Average,0,David_Smith
404,EMP1404,35.0,Admin-New York,Inactive,8/13/2023,55897.41,grace.garcia@example.com,-9073710093,Poor,0,Grace_Garcia
405,EMP1405,25.0,DevOps-California,Active,11/26/2022,92484.88,eva.brown@example.com,-3882211456,Good,1,Eva_Brown
406,EMP1406,35.0,DevOps-Texas,Active,10/10/2022,77011.99,grace.miller@example.com,-7584745704,Average,1,Grace_Miller
407,EMP1407,32.48454882571075,Cloud Tech-California,Inactive,9/27/2020,77078.68,bob.garcia@example.com,-4589714801,Average,1,Bob_Garcia
408,EMP1408,35.0,Sales-Nevada,Active,4/11/2024,82971.02,grace.brown@example.com,-6325703964,Good,0,Grace_Brown
409,EMP1409,25.0,Sales-Texas,Active,6/20/2021,65102.01,bob.miller@example.com,-3136148781,Average,1,Bob_Miller
410,EMP1410,32.48454882571075,HR-Nevada,Pending,10/23/2022,103697.7,grace.williams@example.com,-4556964429,Excellent,1,Grace_Williams
