,StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours,Attendance (%),Online Classes Taken
281,6302.0,Jenny Coleman,Female,88.0,22.0,82.0,1.0,Low,87.0,0.7,98.0,False
282,1971.0,Michael Gomez,Female,78.0,10.0,90.0,0.0,Low,90.0,4.1,98.0,False
283,9019.0,Caleb Serrano,Male,91.0,18.0,60.0,0.0,Medium,87.0,3.2,99.0,True
284,7600.0,William Carlson,Female,95.0,17.0,77.0,1.0,Low,80.0,4.3,96.0,True
285,8511.0,Timothy Pruitt,Female,90.0,12.0,60.0,3.0,Medium,92.0,2.5,70.0,False
286,6533.0,Mario Johnston,Male,91.0,17.0,88.0,1.0,High,87.0,3.1,79.0,True
287,3035.0,Rebecca Kim,Male,85.0,17.0,78.0,0.0,High,68.0,4.4,76.0,True
288,5489.0,Joyce Williams,Male,95.0,18.0,85.0,1.0,Low,68.0,0.3,90.0,False
289,4836.0,Cynthia Sloan,Female,90.0,20.0,78.0,1.0,Medium,87.0,0.7,64.0,False
292,3688.0,Patricia Williams,Female,95.0,25.0,65.0,0.0,Low,78.0,4.3,55.0,True
293,3293.0,Michael Payne,Male,91.0,8.0,88.0,0.0,Medium,68.0,1.2,91.0,True
294,5065.0,Brooke Friedman,Female,85.0,18.0,90.0,2.0,Low,72.0,0.9,75.0,False
295,1894.0,Daniel Mathis,Male,85.0,8.0,85.0,3.0,Medium,88.0,0.4,50.0,False
296,6185.0,Lynn Jennings,Male,70.0,22.0,60.0,1.0,Low,68.0,3.8,99.0,True
297,1273.0,Kimberly Randolph,Male,85.0,18.0,90.0,1.0,High,62.0,2.5,90.0,False
298,7939.0,Jack Simmons,Female,90.0,12.0,70.0,3.0,High,85.0,0.4,55.0,True
299,3545.0,Daniel Mendez,Female,70.0,22.0,85.0,2.0,Low,62.0,3.6,65.0,True
301,2956.0,Jason Horne DDS,Male,78.0,15.0,65.0,1.0,Medium,72.0,2.5,96.0,False
302,3735.0,Shawn Galloway,Female,78.0,18.0,85.0,1.0,Medium,62.0,1.4,54.0,False
303,2262.0,Thomas Barnes,Female,85.0,12.0,88.0,1.0,Medium,88.0,0.8,60.0,False
304,2685.0,Elizabeth Curry,Male,92.0,12.0,78.0,1.0,High,92.0,0.2,73.0,False
305,3458.0,Nicole Cunningham,Male,85.0,12.0,60.0,3.0,Medium,92.0,2.1,96.0,False
306,5444.0,Patrick Thompson,Male,91.0,30.0,85.0,2.0,Low,80.0,0.9,83.0,True
307,7568.0,Marissa Stewart,Male,85.0,18.0,82.0,1.0,High,72.0,2.3,73.0,True
308,5777.0,Melissa Wilson,Female,91.0,25.0,77.0,1.0,Low,78.0,5.0,99.0,True
309,,Jaime Glenn,Male,78.0,15.0,60.0,1.0,High,72.0,1.7,94.0,True
310,6488.0,Mark Castillo,Male,70.0,18.0,85.0,3.0,Low,92.0,2.1,53.0,True
311,5584.0,Mr. Kent Stanton,Male,85.0,25.0,70.0,0.0,Low,90.0,2.3,97.0,True
312,2565.0,Tyrone Phillips,Male,70.0,20.0,86.0,3.0,High,62.0,3.3,58.0,True
313,5778.0,Christopher Collins,Female,95.0,8.0,88.0,1.0,Medium,85.0,1.2,62.0,True
314,,David Rowe,Male,88.0,10.0,77.0,1.0,Medium,62.0,0.6,72.0,True
315,8404.0,Christopher Mccullough,Female,85.0,18.0,85.0,2.0,High,85.0,4.1,94.0,True
316,4522.0,Carla Rodriguez,Female,78.0,20.0,90.0,1.0,Medium,72.0,0.2,69.0,False
317,3848.0,Makayla Howard,Male,70.0,17.0,70.0,2.0,High,87.0,2.3,100.0,True
318,2989.0,Barbara White,Male,85.0,25.0,65.0,3.0,Medium,90.0,3.4,91.0,True
319,5240.0,Sarah Davis,Male,85.0,20.0,90.0,1.0,High,87.0,4.5,76.0,True
320,1699.0,Cody Donovan,Female,85.0,10.0,86.0,0.0,Low,62.0,2.5,74.0,False
321,3831.0,Jessica Jenkins,Female,92.0,10.0,82.0,2.0,Medium,68.0,2.5,76.0,True
322,5835.0,Benjamin Alexander,Female,70.0,12.0,77.0,1.0,High,85.0,1.9,76.0,True
323,9614.0,Isaac Lopez,Male,82.0,15.0,60.0,1.0,Medium,72.0,3.9,72.0,False
324,7363.0,Ariana Morse,Female,78.0,15.0,88.0,3.0,High,80.0,4.5,99.0,False
325,1959.0,Brian Avery,Female,88.0,18.0,86.0,3.0,High,87.0,1.2,65.0,False
326,9743.0,Amy Lawson,Male,92.0,22.0,60.0,1.0,High,68.0,1.2,76.0,False
327,1462.0,Derek Choi,Female,91.0,22.0,65.0,3.0,High,78.0,2.7,61.0,False
328,1621.0,Paul Reese,Male,85.0,25.0,86.0,3.0,High,72.0,2.4,71.0,True
329,3137.0,Francisco Chang,Female,78.0,30.0,78.0,1.0,High,88.0,3.5,59.0,True
331,8157.0,Andrew Wilkerson,Female,95.0,10.0,70.0,3.0,Medium,92.0,3.3,61.0,False
332,6026.0,Brandon Alvarez,Female,78.0,10.0,78.0,3.0,Medium,88.0,0.2,88.0,False
333,4619.0,Gary Young,Male,85.0,10.0,88.0,2.0,High,90.0,4.9,60.0,True
334,6500.0,Jessica Wright,Female,85.0,18.0,90.0,3.0,Low,87.0,1.8,100.0,True
335,1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False
336,2661.0,Alexander Gordon DDS,Female,91.0,25.0,65.0,1.0,High,80.0,1.5,70.0,False
337,2715.0,James Martinez,Male,95.0,10.0,60.0,0.0,Low,87.0,2.7,55.0,False
338,8909.0,Francisco Williams,Male,70.0,10.0,86.0,0.0,High,80.0,0.5,63.0,True
339,7705.0,Jordan Brooks,Female,88.0,18.0,90.0,2.0,High,62.0,2.9,81.0,True
340,1893.0,Kurt Boyd,Female,85.0,8.0,85.0,2.0,Low,88.0,2.4,56.0,True
341,4390.0,Bryan Salazar,Male,88.0,20.0,77.0,2.0,Medium,62.0,2.4,92.0,False
342,2493.0,Mrs. Heather Roy,Female,78.0,30.0,60.0,1.0,High,78.0,0.2,78.0,False
344,4727.0,Kathleen Newton,Male,70.0,12.0,60.0,2.0,Low,78.0,2.9,65.0,False
345,5896.0,Julian Fox,Male,70.0,15.0,70.0,3.0,Low,88.0,3.4,89.0,True
346,2970.0,Kylie Hancock,Female,78.0,10.0,90.0,3.0,High,80.0,2.1,93.0,False
347,4308.0,Matthew Werner,Male,91.0,18.0,88.0,2.0,High,62.0,2.8,85.0,False
348,5525.0,Kelsey Bush,Female,85.0,22.0,86.0,2.0,Medium,87.0,2.1,59.0,True
349,2730.0,Brandon Dickerson,Male,88.0,12.0,88.0,0.0,Medium,62.0,3.3,86.0,False
350,1613.0,Jamie Allen,Male,88.0,8.0,65.0,3.0,Low,62.0,0.2,71.0,True
351,1807.0,Taylor Smith,Female,88.0,30.0,78.0,1.0,Medium,,1.4,81.0,True
352,4734.0,Elizabeth Chavez,Male,88.0,17.0,88.0,2.0,Low,62.0,3.0,55.0,True
353,8237.0,Melissa Morris,Male,70.0,17.0,70.0,1.0,High,72.0,4.0,54.0,False
354,9303.0,Donna Hardin,Female,78.0,12.0,86.0,1.0,High,92.0,4.4,62.0,True
355,5087.0,Andrew Cook,Male,85.0,15.0,88.0,3.0,Medium,,4.1,82.0,False
356,,Dr. Richard Wallace,Male,92.0,30.0,77.0,3.0,Medium,68.0,2.5,80.0,False
357,6640.0,Samuel Shaw,Male,88.0,20.0,82.0,1.0,Medium,80.0,0.8,86.0,True
358,4626.0,Mike Waters,Male,92.0,18.0,60.0,2.0,High,80.0,2.4,58.0,True
359,1138.0,Andrea Newman,Male,88.0,22.0,82.0,2.0,Medium,62.0,4.3,79.0,False
361,5631.0,Barry Jenkins,Female,90.0,17.0,85.0,1.0,Medium,90.0,4.3,76.0,False
362,4086.0,Laurie Johnson,Male,82.0,25.0,78.0,3.0,Medium,90.0,3.4,96.0,True
363,9148.0,John Coleman,Female,88.0,8.0,60.0,0.0,Low,80.0,2.9,86.0,True
364,6622.0,John Carter,Male,82.0,17.0,88.0,2.0,Medium,68.0,4.2,85.0,True
365,5813.0,Mr. Devon Garrett,Male,85.0,10.0,82.0,2.0,High,90.0,3.3,64.0,False
366,4659.0,Jill Kelly,Female,70.0,30.0,78.0,2.0,Low,85.0,2.5,76.0,False
367,1879.0,Richard Gonzalez,Male,85.0,25.0,70.0,2.0,Low,62.0,2.6,76.0,True
368,3470.0,Alex White,Male,92.0,30.0,60.0,3.0,Medium,68.0,1.6,95.0,True
369,2324.0,Michael Gonzales,Female,95.0,10.0,88.0,1.0,High,78.0,1.4,98.0,True
370,3595.0,John Williams,Female,90.0,10.0,86.0,1.0,Low,62.0,2.0,80.0,False
371,1076.0,Daniel Herrera,Male,82.0,25.0,88.0,1.0,Medium,72.0,1.0,93.0,True
372,,Jessica Richardson,Male,95.0,18.0,65.0,2.0,Medium,72.0,2.9,60.0,True
373,1749.0,Ian Glass,Female,88.0,17.0,70.0,3.0,Low,,2.2,93.0,True
374,6615.0,Heidi Simmons,Female,95.0,25.0,65.0,0.0,High,92.0,1.1,58.0,True
375,1359.0,Andrea Fuller,Male,90.0,30.0,78.0,0.0,Low,85.0,3.9,89.0,True
376,1785.0,David Dunlap,Male,85.0,15.0,85.0,0.0,Medium,62.0,0.6,66.0,False
377,3508.0,Antonio Mitchell,Male,85.0,18.0,60.0,2.0,Low,72.0,1.3,88.0,True
378,7862.0,Mariah Cole,Male,82.0,22.0,85.0,2.0,High,87.0,2.5,88.0,True
379,,Rhonda Ramos,Male,95.0,8.0,82.0,0.0,High,72.0,2.5,63.0,False
380,6416.0,Raymond Murillo,Male,85.0,15.0,85.0,2.0,Low,78.0,2.5,76.0,True
381,2659.0,Andrea Bradley,Female,92.0,17.0,82.0,2.0,Medium,80.0,0.5,61.0,True
383,6384.0,Tina Velazquez,Female,88.0,22.0,82.0,2.0,Medium,90.0,0.9,75.0,False
384,8479.0,Bonnie Callahan,Female,70.0,17.0,60.0,0.0,Medium,68.0,3.5,53.0,True
385,2699.0,Eric Scott,Female,91.0,17.0,86.0,1.0,High,88.0,1.9,72.0,True
386,,Maria Leblanc,Female,85.0,20.0,60.0,1.0,High,87.0,1.3,70.0,True
387,9598.0,Michael Valenzuela,Male,95.0,12.0,70.0,1.0,High,62.0,3.3,65.0,False
388,6664.0,Robin Spears,Female,78.0,12.0,86.0,1.0,High,68.0,2.5,80.0,False
389,3709.0,David Owens,Male,85.0,30.0,90.0,1.0,Medium,80.0,2.5,85.0,False
391,2944.0,Elizabeth Clark,Female,85.0,20.0,78.0,0.0,High,72.0,2.7,55.0,False
392,9328.0,Beverly Fisher,Male,85.0,30.0,88.0,1.0,High,78.0,1.7,76.0,False
393,6952.0,Sarah Bailey,Female,90.0,20.0,90.0,1.0,Medium,90.0,4.1,68.0,False
394,2741.0,Kendra Ramirez,Male,78.0,17.0,65.0,0.0,High,85.0,3.1,62.0,True
395,7437.0,Diane Ross,Male,85.0,25.0,88.0,2.0,Medium,80.0,4.6,93.0,True
396,8381.0,Stephanie Mcfarland,Female,91.0,12.0,65.0,1.0,High,72.0,3.7,85.0,False
397,8912.0,Michelle Woods,Male,91.0,10.0,65.0,2.0,Medium,88.0,3.0,70.0,False
398,7859.0,David Ruiz,Male,88.0,8.0,88.0,2.0,Medium,68.0,0.7,88.0,False
399,9975.0,Jason Castro,Female,82.0,18.0,90.0,3.0,Low,85.0,3.4,93.0,True
400,3913.0,Kathleen Montgomery,Female,90.0,18.0,70.0,1.0,Low,88.0,4.7,95.0,False
401,9747.0,James Bennett,Female,70.0,18.0,70.0,2.0,High,62.0,0.7,92.0,True
402,4275.0,Kelsey Watkins,Female,78.0,18.0,82.0,0.0,High,85.0,1.0,76.0,True
403,6876.0,David Park,Female,90.0,22.0,70.0,3.0,Low,72.0,1.9,82.0,False
404,1769.0,Christopher Poole,Female,70.0,8.0,88.0,2.0,High,80.0,3.7,62.0,False
405,4695.0,Rebecca Baxter,Female,88.0,12.0,86.0,3.0,Low,92.0,1.5,61.0,True
406,4063.0,Virginia Daniel,Male,82.0,20.0,60.0,1.0,Medium,85.0,2.8,58.0,True
408,9037.0,Brett Barrett,Female,90.0,30.0,70.0,3.0,High,72.0,0.3,82.0,True
409,7814.0,Brandon Townsend,Female,90.0,30.0,90.0,3.0,Low,90.0,2.5,68.0,True
410,9691.0,Haley Robertson,Female,82.0,15.0,85.0,1.0,Medium,92.0,4.5,89.0,True
411,1653.0,Michelle Gonzalez,Female,70.0,20.0,60.0,2.0,Low,85.0,0.1,83.0,False
412,9426.0,Gary Holland,Female,85.0,18.0,82.0,3.0,Medium,72.0,0.4,56.0,True
413,9814.0,Felicia Howard,Male,90.0,25.0,90.0,0.0,High,92.0,2.7,94.0,False
414,2181.0,Sean Walker,Male,85.0,17.0,88.0,1.0,High,87.0,0.3,100.0,False
415,2154.0,Brianna Mills,Male,88.0,8.0,60.0,1.0,Low,62.0,2.2,51.0,False
416,2938.0,Michael Case,Male,91.0,20.0,86.0,1.0,Low,87.0,1.8,82.0,True
417,5748.0,Felicia Houston,Female,91.0,20.0,82.0,1.0,Medium,62.0,4.1,51.0,False
418,3561.0,Kevin Wilson,Male,78.0,8.0,70.0,2.0,Low,68.0,1.5,100.0,False
421,2877.0,Maurice Martinez,Male,91.0,15.0,70.0,1.0,Low,72.0,0.4,92.0,True
422,5107.0,Jonathon Perry,Male,92.0,22.0,77.0,1.0,Medium,68.0,3.4,65.0,True
424,6971.0,Rebecca Evans,Female,88.0,10.0,78.0,1.0,High,92.0,3.6,91.0,False
425,5533.0,Paul Williams,Female,78.0,30.0,77.0,1.0,Medium,90.0,3.9,81.0,True
426,3879.0,Tyler Boyer,Male,88.0,10.0,70.0,3.0,Medium,87.0,3.6,51.0,True
427,7637.0,Kristy Nichols,Male,85.0,12.0,82.0,2.0,Low,78.0,3.3,59.0,False
428,7430.0,Darren Martin,Male,91.0,18.0,65.0,1.0,Low,72.0,0.5,73.0,True
429,4913.0,Katelyn Morgan,Male,82.0,10.0,77.0,0.0,Medium,88.0,4.7,92.0,True
430,,Dennis Elliott,Male,85.0,25.0,77.0,3.0,High,85.0,1.8,52.0,True
431,9485.0,Jesus Henson,Female,70.0,17.0,77.0,1.0,High,90.0,0.5,83.0,False
432,5314.0,Robin Stewart,Male,70.0,8.0,88.0,3.0,Low,87.0,2.6,74.0,True
433,9460.0,Lawrence Miller,Female,95.0,30.0,77.0,1.0,Low,80.0,2.5,76.0,False
434,3713.0,Ronnie White,Male,90.0,12.0,82.0,3.0,High,68.0,0.8,88.0,True
435,4773.0,John Fox,Female,95.0,20.0,77.0,1.0,Medium,92.0,3.0,91.0,False
437,1916.0,Daniel Scott,Male,88.0,10.0,70.0,0.0,Low,88.0,3.2,96.0,False
440,2778.0,Bethany Andersen,Male,92.0,18.0,70.0,0.0,High,88.0,0.5,80.0,True
441,9706.0,Tiffany Moore,Male,90.0,17.0,65.0,3.0,Low,80.0,4.5,99.0,False
442,9553.0,Sylvia Chavez,Female,95.0,15.0,70.0,0.0,High,78.0,3.9,74.0,False
443,2600.0,Gerald Reilly,Female,78.0,18.0,77.0,3.0,High,85.0,3.0,76.0,False
444,5223.0,Ashlee Wilcox,Male,85.0,15.0,86.0,2.0,High,72.0,0.0,91.0,True
445,6175.0,Lance Johnson,Female,95.0,20.0,65.0,0.0,Low,88.0,1.3,84.0,False
448,2642.0,Patrick Gonzalez MD,Male,82.0,8.0,88.0,2.0,Low,80.0,0.8,90.0,True
449,2492.0,Cole Gomez,Male,85.0,22.0,60.0,2.0,High,85.0,1.1,55.0,True
450,7296.0,Alejandro Gutierrez,Female,91.0,12.0,82.0,3.0,High,68.0,3.2,78.0,True
451,4304.0,Natalie Long,Female,92.0,15.0,86.0,2.0,Low,92.0,3.1,93.0,True
452,6893.0,Abigail Ingram,Male,85.0,10.0,85.0,2.0,Medium,90.0,3.3,75.0,True
453,9482.0,Eileen Lee,Male,90.0,20.0,70.0,2.0,Low,72.0,4.6,72.0,False
454,5530.0,Nancy Moore,Male,91.0,25.0,77.0,0.0,Low,80.0,1.3,76.0,True
455,2185.0,Melanie Wilson,Female,95.0,20.0,70.0,2.0,Low,88.0,1.3,78.0,False
456,8923.0,Gloria Henderson,Male,95.0,17.0,77.0,3.0,High,78.0,0.6,76.0,False
457,4610.0,Christopher Payne,Male,95.0,8.0,88.0,2.0,Low,80.0,3.5,66.0,True
458,5706.0,John Franklin,Male,70.0,30.0,85.0,2.0,High,78.0,1.6,63.0,False
459,3994.0,Angel Stout,Male,85.0,25.0,90.0,3.0,Medium,92.0,1.1,65.0,False
460,,James Watkins,Male,90.0,20.0,77.0,3.0,High,72.0,4.8,76.0,False
461,6167.0,Candace Kelly,Female,91.0,18.0,77.0,0.0,Medium,85.0,2.0,98.0,True
462,1887.0,Zachary Daniel,Female,85.0,12.0,78.0,2.0,Medium,62.0,4.3,99.0,True
463,8490.0,Angel Howard,Male,82.0,17.0,88.0,1.0,High,92.0,1.9,56.0,False
464,6924.0,Heather Hill,Female,78.0,12.0,78.0,3.0,Medium,78.0,4.8,71.0,False
465,4013.0,Heather Gamble,Male,70.0,25.0,60.0,1.0,Medium,62.0,1.4,61.0,True
466,4744.0,Sean Levine,Male,88.0,25.0,70.0,0.0,Medium,92.0,0.7,97.0,True
467,8749.0,Brian Diaz,Male,78.0,8.0,77.0,0.0,Low,72.0,2.7,70.0,False
468,5915.0,Catherine Koch,Female,82.0,22.0,78.0,0.0,High,68.0,0.3,66.0,False
470,1324.0,Anne Martin,Female,90.0,30.0,86.0,1.0,Low,88.0,3.2,84.0,True
471,5663.0,Mary Warren,Female,95.0,12.0,77.0,1.0,High,62.0,3.1,79.0,True
472,3745.0,Amanda Bryant,Female,70.0,22.0,86.0,0.0,High,87.0,0.8,64.0,False
473,6191.0,Joel Ford,Female,88.0,22.0,60.0,2.0,Medium,90.0,3.7,83.0,False
474,7782.0,Mark Miller,Male,78.0,15.0,65.0,3.0,Low,85.0,4.7,94.0,True
475,4450.0,Sarah Russell,Male,70.0,20.0,85.0,2.0,Medium,72.0,0.3,99.0,False
476,9584.0,Lisa Mitchell,Male,90.0,18.0,86.0,0.0,High,62.0,1.5,65.0,False
477,8260.0,William White,Male,78.0,12.0,65.0,1.0,High,90.0,4.3,70.0,False
478,8654.0,Jacqueline Garcia,Female,82.0,17.0,65.0,2.0,High,88.0,2.5,90.0,False
479,9576.0,Elizabeth Wright,Female,95.0,17.0,70.0,3.0,High,78.0,1.5,76.0,False
480,3551.0,Pamela Woods,Male,85.0,15.0,70.0,0.0,Medium,85.0,2.3,50.0,False
481,8816.0,Sydney Patterson,Female,85.0,8.0,82.0,3.0,High,80.0,2.7,62.0,False
482,8161.0,Lisa Johnson,Female,92.0,10.0,60.0,0.0,High,85.0,0.4,90.0,True
483,9464.0,Todd Jackson,Female,88.0,12.0,82.0,0.0,High,87.0,0.9,68.0,True
484,8460.0,Shelby Richards,Female,88.0,22.0,77.0,3.0,Medium,80.0,0.8,84.0,True
485,4046.0,Joseph Roberts,Male,88.0,18.0,65.0,1.0,Low,80.0,1.2,59.0,True
486,9086.0,Samantha Burton,Male,95.0,8.0,82.0,1.0,Medium,78.0,3.5,52.0,False
487,2314.0,Cynthia Mcdonald,Male,85.0,18.0,60.0,2.0,Low,78.0,0.9,66.0,False
488,1206.0,Kimberly Petty,Male,92.0,8.0,77.0,3.0,Low,80.0,1.0,97.0,True
489,9538.0,Joshua Carpenter,Male,85.0,8.0,82.0,1.0,High,80.0,3.7,85.0,True
490,5150.0,Jessica Fuller,Female,88.0,25.0,88.0,1.0,Low,92.0,4.9,65.0,False
491,6316.0,Andrea Barber,Male,78.0,18.0,86.0,2.0,Medium,92.0,0.0,52.0,False
492,3539.0,Brian Lyons,Female,90.0,25.0,65.0,1.0,High,88.0,1.7,98.0,True
493,1979.0,Tammy Fuentes,Female,78.0,12.0,85.0,0.0,Medium,92.0,2.5,85.0,False
494,8187.0,Robert Taylor,Male,85.0,8.0,88.0,0.0,Medium,80.0,2.4,78.0,False
495,9892.0,David Gonzalez,Female,92.0,22.0,65.0,2.0,Medium,,3.7,67.0,True
496,2128.0,Steven Myers,Male,85.0,18.0,82.0,2.0,Medium,78.0,0.0,90.0,False
497,4039.0,Cassandra Perez,Male,91.0,30.0,86.0,3.0,Medium,87.0,3.3,84.0,False
498,4110.0,Jacqueline Eaton,Female,82.0,10.0,86.0,2.0,Medium,62.0,3.2,57.0,True
499,9572.0,Carrie Mccoy,Male,85.0,10.0,65.0,1.0,High,87.0,2.4,76.0,True
500,7366.0,Amy Fisher,Female,82.0,22.0,86.0,2.0,High,90.0,1.1,95.0,True
501,1214.0,Stephanie Reid,Male,85.0,20.0,77.0,1.0,Medium,72.0,3.7,76.0,False
502,1955.0,Reginald Hoover,Female,82.0,15.0,85.0,1.0,High,92.0,4.8,56.0,True
503,4784.0,Christina Russo,Female,92.0,25.0,70.0,3.0,Low,68.0,2.8,85.0,False
504,2728.0,Raymond Howell,Female,85.0,8.0,85.0,0.0,High,72.0,2.0,71.0,True
505,9747.0,Angela Perez,Female,95.0,30.0,70.0,1.0,Medium,62.0,3.8,77.0,False
506,4943.0,Charles Aguilar,Male,70.0,12.0,82.0,1.0,Medium,78.0,4.8,50.0,True
507,5660.0,Caitlyn Green,Male,82.0,10.0,82.0,1.0,Medium,92.0,2.5,70.0,True
508,5521.0,Ronald Davis,Male,90.0,15.0,77.0,1.0,High,68.0,1.3,87.0,True
509,4817.0,Melissa Lucas,Female,88.0,20.0,86.0,0.0,Low,92.0,3.7,96.0,False
510,8905.0,Heidi Leonard,Male,85.0,22.0,85.0,3.0,Low,85.0,0.2,86.0,False
511,,Samantha Patton,Male,95.0,30.0,60.0,0.0,High,92.0,3.7,88.0,True
512,7266.0,Richard Swanson,Male,88.0,12.0,78.0,1.0,Low,88.0,0.7,82.0,True
513,3509.0,Lauren Simpson,Male,70.0,17.0,86.0,3.0,Low,87.0,1.1,68.0,False
514,,Kimberly Raymond,Male,95.0,20.0,77.0,3.0,Low,80.0,2.7,66.0,True
515,7529.0,Marissa Raymond,Male,78.0,10.0,77.0,2.0,High,78.0,2.0,86.0,True
516,9589.0,Joyce Bishop,Male,92.0,18.0,82.0,0.0,Medium,88.0,0.4,92.0,False
517,7939.0,Michael Kelly,Female,95.0,25.0,88.0,1.0,Low,80.0,3.8,60.0,False
518,8245.0,Peggy Hill,Male,85.0,15.0,90.0,3.0,Low,90.0,0.8,96.0,True
519,2841.0,Derrick Love,Male,88.0,22.0,65.0,2.0,High,90.0,3.5,57.0,False
520,8373.0,Laura Stevens,Female,85.0,30.0,90.0,2.0,High,92.0,2.7,98.0,False
521,9991.0,Terri Potter,Female,91.0,10.0,78.0,0.0,Low,72.0,0.2,60.0,True
522,5653.0,Veronica Saunders,Male,91.0,18.0,78.0,1.0,Low,80.0,0.3,92.0,False
524,8940.0,James Long,Male,78.0,25.0,70.0,1.0,Low,,2.5,83.0,False
525,6465.0,Jennifer Dickson,Female,70.0,10.0,78.0,1.0,Low,90.0,1.8,69.0,True
526,9212.0,Alexa West,Female,85.0,18.0,60.0,1.0,Low,85.0,1.1,71.0,False
527,3248.0,Phillip Donovan,Male,70.0,12.0,86.0,3.0,Medium,92.0,2.9,77.0,False
528,6395.0,Monique King,Female,82.0,10.0,90.0,0.0,Low,72.0,3.4,62.0,True
529,6062.0,Karl Murray,Male,70.0,18.0,86.0,0.0,Medium,87.0,2.8,96.0,True
530,4016.0,Julia Brooks,Female,78.0,15.0,88.0,0.0,Medium,,2.2,90.0,False
531,3489.0,Lauren Montgomery,Male,88.0,10.0,65.0,1.0,Low,88.0,1.3,86.0,True
532,4804.0,Nathan Wall,Male,85.0,30.0,85.0,1.0,High,72.0,4.2,80.0,False
533,4014.0,Kristin Macias,Female,85.0,17.0,65.0,0.0,High,92.0,0.2,98.0,True
534,5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False
536,9530.0,Bradley Stevens,Male,85.0,17.0,78.0,3.0,Low,72.0,2.0,97.0,True
537,7347.0,Morgan Hampton,Male,92.0,18.0,77.0,0.0,Medium,85.0,2.3,77.0,False
538,1893.0,Lori Carrillo,Male,85.0,17.0,85.0,2.0,High,68.0,3.9,94.0,True
539,7440.0,Samantha Novak,Female,95.0,17.0,78.0,0.0,Medium,88.0,4.5,62.0,False
540,2477.0,Audrey Robinson,Female,95.0,10.0,85.0,2.0,High,78.0,3.2,55.0,False
541,9383.0,Lindsey Kerr,Male,70.0,12.0,60.0,1.0,High,90.0,2.8,92.0,True
542,3656.0,Cynthia Nguyen,Male,78.0,15.0,60.0,2.0,Medium,78.0,1.4,61.0,True
544,9084.0,Matthew Stevenson,Male,92.0,22.0,77.0,1.0,Medium,78.0,0.4,88.0,True
545,5009.0,Rhonda White,Female,91.0,12.0,90.0,1.0,High,68.0,0.3,72.0,True
546,3381.0,Larry Ramsey,Male,91.0,22.0,82.0,1.0,High,80.0,0.5,61.0,True
547,5659.0,Kimberly Anderson,Male,85.0,22.0,88.0,1.0,High,85.0,1.6,74.0,True
548,8001.0,Brian Miles,Male,88.0,17.0,78.0,2.0,Low,,1.6,76.0,True
549,4425.0,Kelly Baker,Male,90.0,22.0,70.0,2.0,Medium,88.0,4.7,95.0,False
550,7996.0,Wendy Miller,Female,88.0,12.0,86.0,3.0,Medium,68.0,3.1,81.0,False
551,9069.0,Michael Webster,Male,91.0,25.0,82.0,3.0,High,87.0,0.1,90.0,True
552,4396.0,Michelle Ryan,Female,70.0,15.0,88.0,1.0,Low,92.0,0.1,62.0,False
553,5168.0,Justin Jennings,Male,88.0,18.0,70.0,2.0,Medium,80.0,0.6,71.0,False
554,7488.0,Norma Ward,Male,78.0,25.0,88.0,1.0,Low,78.0,4.6,52.0,True
556,9779.0,Vincent Johnson,Male,92.0,22.0,78.0,1.0,High,68.0,1.4,51.0,False
557,7147.0,David Stone,Male,91.0,22.0,60.0,0.0,Low,87.0,4.3,98.0,False
558,6152.0,Amy Evans,Male,88.0,8.0,85.0,1.0,High,90.0,2.3,69.0,True
559,,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False
560,9192.0,Stephen Ramirez,Male,92.0,30.0,77.0,2.0,Medium,90.0,0.7,56.0,True
561,4361.0,Nicholas Baxter,Male,85.0,8.0,70.0,2.0,High,85.0,4.7,93.0,True
562,6460.0,Raymond Smith,Female,85.0,20.0,70.0,2.0,High,88.0,3.8,90.0,True
563,6257.0,Roy Johnson,Male,92.0,18.0,82.0,2.0,Medium,78.0,3.4,67.0,True
564,3580.0,Ryan Vasquez,Male,90.0,15.0,86.0,2.0,Low,87.0,2.5,72.0,False
565,5440.0,Justin Johnson,Male,88.0,22.0,90.0,0.0,High,85.0,3.1,71.0,False
567,8304.0,Kaylee Benjamin,Female,88.0,30.0,90.0,2.0,High,78.0,2.8,55.0,False
568,2593.0,Charles Murphy,Female,88.0,17.0,77.0,3.0,High,68.0,4.3,89.0,False
569,6954.0,Grant Henderson,Female,78.0,18.0,88.0,1.0,Medium,80.0,0.3,57.0,False
570,8842.0,Michael Woods,Female,78.0,18.0,88.0,3.0,Low,68.0,2.5,75.0,True
571,6339.0,Michael Kane,Male,88.0,12.0,77.0,0.0,Low,62.0,1.2,65.0,True
572,8903.0,Susan Benson,Female,90.0,30.0,90.0,3.0,Medium,62.0,2.8,71.0,True
573,3835.0,Timothy Armstrong,Male,91.0,17.0,85.0,3.0,Low,78.0,1.6,56.0,False
574,3886.0,Cindy Harvey,Female,70.0,20.0,86.0,2.0,Low,88.0,3.9,74.0,False
575,9098.0,Caitlin Carter,Male,90.0,25.0,65.0,3.0,Low,80.0,3.8,92.0,True
